review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
2685a4800004a12ec09d27264ff1915f,5c973d2b4652e1dec15353b59339f3b4,5,,Recomendo a todos os clientes,10/22/2016 0:00,10/26/2016 17:47
d36219dfadc3a5b07ab66670d23915ad,22613579f7d11cc59c4347526fc3c79e,5,,Acho que rastreando o produto devia ser melhor e mais preciso mas no geral foi uma ótima experiência ,10/19/2016 0:00,10/20/2016 12:40
2f17f8ffe35062ac9d76c4dde9c181eb,06d7e8a85f5cfef576c5303ed7d7f2e5,4,,"Entrega feita no prazo e produto em perfeitas condicoes
Parabens a equipe",10/20/2016 0:00,10/20/2016 21:56
0ed5802ea93f04e9bf2364c664dadbbd,96123b9ae5a9cdfd4efe5fe402a94675,1,,Fornecedor targaryen me mandou um massageador completamente diferente do que comprei de preço inferior e cheio de avaliações negativas. Ninguém erra mandando um superior né curioso..Ou seja n recomendo,10/28/2016 0:00,11/1/2016 18:44
47a9e6e1a6807dc6ebcb3db41d09a60c,a041155864e5141116458291313b35c2,5,,,10/26/2016 0:00,10/26/2016 22:59
71e7648c5decbc8e841f8dc2be52e8cf,f7886facb594e65f0c41cdbb0583b560,5,,,10/21/2016 0:00,10/23/2016 23:34
95452206aa8abd78a57303bc16b736ed,a08d1f4b300c3d7ec52f5f9a74234eca,5,,Excelente...... SÓ faltou o manual do produto. Fora isso gostei muito.,10/27/2016 0:00,10/28/2016 10:03
65128c95d2309170ba0cba5492047e06,d2d67121a09535b3a7b6a000e58d8625,3,,Achei um pouco demorado a entrega,10/25/2016 0:00,11/12/2016 21:28
49f695dffa457eaba90d388a5c37e942,e5215415bb6f76fe3b7cb68103a0d1c0,1,,PRODUTO NÃO CHEGOUE JÁ PASSOU O PRAZO DE ENTREGA,10/9/2016 0:00,10/11/2016 14:31
e40c852179d8d8068f524eff6a6effb6,1a2b0033f0b7a3116f00594ec5524344,4,,O produto chegou na minha cidade mas não na minha residência pois os correios são um órgão cheio de falhas com isso não levou até a minha casa tive o transtorno de ir buscar o objeto na sede mas próxi,10/22/2016 0:00,10/22/2016 20:00
ffe4b0eb9c831fb681f3606b8a2d4510,de1404a068c6c8c909897886a314bad7,5,,"Produto chegou bem embalado e atendeu minhas expectativas.
Super recomendo!!
Parabéns Equipe baratheon.",10/27/2016 0:00,10/30/2016 0:27
d674c265c1b5c2cc34594ae6fbfee3a7,a8846701b9f3e21e64c9062ed3f4dfd7,5,,Foi ótimo chegou antes do prazo,10/25/2016 0:00,10/27/2016 13:26
eb0a5e66d996050334014587b1c8699c,04bc36cd51141e11c2cbbd188b6e47ca,5,,,10/21/2016 0:00,10/22/2016 0:14
d429df0b5f44f13b731c74ef28e7e6c8,b04bd4e0a1a21fef81b1f24f6fb81c08,5,,parabens pela atençao e eficiencia ,10/25/2016 0:00,10/28/2016 17:42
9d4df583085fec1900dfac4efd0b085a,2e32dea8a4d1ae5499a67674b387bc6a,1,,comprei duas cortinas a malha pessimalamentavel uma esta em fase de devoluçao mas nao recomendo esse vendedormas gostaria de fazer a devoluçao das duas sem mais.aparecida,10/28/2016 0:00,10/31/2016 5:02
5d369f0070f24cb17ec69c8ae95b85c3,b88cd65e1d90bf6e185bf9b6f0b614cd,1,,Minha película de vidro veio quebrada e não veio junto com o celular. Tive que esperar muito tempo e não deu pra usar.,10/25/2016 0:00,10/29/2016 15:24
f96addf36d6a28a79c165d92ea17f361,e2ea01f68f92f0c55b08ca739af834b6,5,,,10/28/2016 0:00,11/7/2016 15:58
8e8cc3353ea9bd13e1450d8fa269d474,ed3d575bd3358123b063ee64cdecdef5,5,,Chego dentro do prazo tudo bem embalado,10/18/2016 0:00,10/18/2016 20:29
74515ea15719d4a06f557320b824c8b0,98750f114ae6088d04ea0d3cfe3f137f,5,,,10/29/2016 0:00,10/31/2016 20:16
da0cd4b04372ffaaed0bdb2852e8da0f,8e7ef380ad5ae407dffbe2f0826cae73,5,,Produto entregue antes do prazo,10/21/2016 0:00,10/24/2016 11:38
b2fc2fac36fdef519925b2f55a95d8e4,85841af0d94e5d0cd3a9c0e42e565b74,5,,,10/18/2016 0:00,12/6/2016 20:48
abd41883b42247d56967cfebfa2c831a,a241bea87dcdd0160ca94ebdba5bdbb9,5,,recomendo a todos os usuarios do site pois tudo foi conforme o combinado.,10/19/2016 0:00,10/20/2016 0:34
0aa8b628ffe8130e26b668f9f3a2f6ef,f7310018040436b01ab03f81b301b5de,1,,Realizei minha compra no dia 10/10 porém só chegou 1 produto sendo que paguei por 3 unidades MOP Spray. Estou muito insatisfeita inclusive com o atendimento.,10/25/2016 0:00,10/31/2016 16:21
dbf347b3a608b8550ee645b0f4e4dda9,f001655c8c646cd1b5185bbc2e7534f3,5,,super recomendo sempre uso esse perfume e gosto bastante.,10/27/2016 0:00,10/28/2016 1:19
7d58a5b4bc501c1ece8972fa04351be2,36989eb07a0de2d3d3129eea35553875,5,,Chegou como esperado nada a reclamar. Produto de qualidade e bem acondicionado.,10/20/2016 0:00,10/21/2016 1:50
a6123a3915b677fd524c6e334d334d26,1b2d622f7ebb8e65f7de3e389f052540,5,,demora um pouco pra chegar  mas o produto é excelente,10/28/2016 0:00,11/2/2016 17:44
04b84feb08271e8c40cfd6fe82e2cdb8,8b160e3e272dcca4665850aae31ae6fd,5,,Excelente material recomendo. Chegou bem antes do prazo . ,10/27/2016 0:00,10/27/2016 20:35
35166e4e735bdbc0d586522eaadbf563,cb29497c3782a76b57327c055d58b0e0,1,,,10/30/2016 0:00,11/1/2016 20:14
68527c158a36d2fd93c284664ccc6dcc,8c72f52f7655510c1ec81f3b9019c638,1,,"Pedi voltagem 110v 
enviaram 220v
não recomendo",10/21/2016 0:00,10/30/2016 18:43
24c08f393f2d716d30adbd58e9a6939c,59e7ca596664da0a459a145eb95cc9c5,1,,Não recebi o meu produto e nem fui avisada da falta do item na loja.Quando entrei em contatoquase 1 mês depoisé que fiquei sabendo que o produto não seria entregue pois não havia mais em estoque. ,10/27/2016 0:00,10/28/2016 21:09
eb37b493f1df329bd53aca24032f9b77,5c5c9fde60ffb741545cf2608e8c12ca,4,,"Sei que esse não e o canal ideal estou ha dias tentando realizar esse cancelamento e não estou conseguindo.
Recebi o produto porém minha filha ganhou o mesmo produto do pai. Preciso cancelar.",10/19/2016 0:00,10/19/2016 15:35
bd5db39f8c74d5d01fe36048af498ed2,67adba02e0955286954975ea56f9d17f,4,,Produto entregue em ótimo estado e rápido ,10/27/2016 0:00,10/27/2016 20:15
2328414a50c82c2a786047421e6287d0,b157079a62d77688a0f66043aa1f0306,5,,Excelente produto chegou antes do prazo,10/20/2016 0:00,10/21/2016 18:07
c429ba5b6d46f7f5e4b9b080ddb72939,4723d255a158f5b6c5a872264e3529c5,5,,,10/22/2016 0:00,10/25/2016 10:31
f834b477f8ef44384df782b2318005ea,2f9d4ee8ca77fe0951ebfe9064cad953,5,,Chegou tudo nos conformesdentro do prazo e de excelente qualidade as pulseirasrecomendo.,10/30/2016 0:00,11/1/2016 16:48
