review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
6d06808638ec0701bccd70bc8d462c28,97d2f8fe76f2f253b8291e17b5383884,1,,O produto não chegou no prazo estipulado e causou transtorno pq programei a viagem de férias do meu filho baseado no prazo. Moro na Bahia e ele em Cuiabá sozinho. Agora a casa está vazia. ,12/9/2016,12/19/2016 14:10
9190e6754710d977b6bc3185688e3ffe,7d7bf3ee337c36ce012762da5f28f53a,1,,Um absurdo um cliente se sujeitar a um prazo de entrega demasiadamente prolongado e ainda assim não receber o produto.,12/3/2016,12/6/2016 14:46
8757f5e0a1f891b890039b0d95c321c8,4551b488487e6cfa31f9e35073d3c5d4,1,,Fiquei muito chateada pois deixei de comprar de outro vendedor e depois de muitos dias recebi um email informando que o produto não poderia ser entregue comprar e não receber é muito chato. ,12/9/2016,12/9/2016 11:16
2d84d56571c0faa1650252595226d07a,a6475bb7a50387e3c665534e15bd40ac,1,,Espero mais de 3 meses para dizer não que tinha o produto! ,12/1/2016,1/5/2017 17:51
d7486b4da781b9d7dc5484ce65868081,45973912e490866800c0aea8f63099c8,1,,Atrasos acontecem nenhuma empresa está livre de passar por algum problema de logística. Mas o fato de não comunicarem seu cliente final é vergonhoso. Até o Mercado Livre tem controle sobre atrasos!,12/3/2016,12/5/2016 10:33
73a800e5d1c124670b154a46582477c7,de8f4a82099fe4fa6bcb8952ca51420f,5,,amei super recomendo chega muito rapido e em ótimo estado amei ,12/16/2016,1/13/2017 17:34
e75346401b7cced62b4aa709ba3d0edb,5cb8558cbb7c0c2f00f43468579d3e3c,1,,Não entregaram o produto e se recusaram a fornecer explicações sobre o motivo. Pedi maiores esclarecimentos não obtive resposta. Pretendo resolver na justiça. Fui lesada! ,12/7/2016,12/7/2016 11:50
771ee053fb5f42c27d39f08b49ed5c2f,1b122a7be89622f672bb41380a83b69f,5,,Chegou antes do esperado tudo certinho,12/3/2016,12/6/2016 20:17
cfd1a90938ae22eb9738d386bf8cbe5b,89f586f0cbddc6428831c41c8c333c66,5,,,12/4/2016,12/6/2016 12:18
033baa4238fcac803931108093d2456a,2fd1c83dd4714cf3cf796fffb6c8de62,1,,Prazo não foi cumprido ... até hoje não chegou :( primeira vez que tenho problema com entrega.,12/1/2016,12/3/2016 9:21
19bede7c5c1b2ef2b85f4ba698c1cf54,bd50a7fe9fd97ea4b7663031a319e150,5,,Recebi antes do prazo. Tudo chegou corretamente. Excelente lojista. Produto de qualidade.,12/29/2016,12/30/2016 11:52
41ed8254635784cbc62d612c5ededecc,35b8e54d765e6b217e2dc5ab34f6b323,1,,O Fornecedor entrou em contato mas não deu nenhuma solução nem prazo de entrega não se responsabilizou pelo atraso colocou a culpa em uma empresa terceira apenas comprei e quero receber.,12/3/2016,12/3/2016 12:08
